CUST_ID,DTH_INIT_SOL_ID,TRAN_DATE,Post Customer,PART_TRAN_TYPE,TRAN_SUB_TYPE,BU_CODE,BU_NAME,GROUP_CODE,GROUP_NAME,TEAM_CODE,TEAM_NAME,DESK_CODE,DESK_NAME,RM_CODE,RM_NAME,Post TRAN_AMT_VAL,Post TRAN_AMT
160406941,160,12/15/2022 0:00,160406941,CREDIT,NR,6,NORTH REGION,605,NRG-NORTH EAST,60502,NRG-RBN - MAIDUGURI,16075,NRG - GASHUA,23977,"UMAR, Mr. ILIYASU YAKUBU",5000000,"?5,000,000.00"
160406941,160,12/23/2022 0:00,160406941,CREDIT,NR,6,NORTH REGION,605,NRG-NORTH EAST,60502,NRG-RBN - MAIDUGURI,16075,NRG - GASHUA,23977,"UMAR, Mr. ILIYASU YAKUBU",5000000,"?5,000,000.00"
160009568,260,1/23/2023 0:00,160009568,CREDIT,NR,6,NORTH REGION,605,NRG-NORTH EAST,60502,NRG-RBN - MAIDUGURI,16075,NRG - GASHUA,23977,"UMAR, Mr. ILIYASU YAKUBU",5000000,"?5,000,000.00"
160002786,160,11/7/2022 0:00,160002786,CREDIT,NR,6,NORTH REGION,605,NRG-NORTH EAST,60502,NRG-RBN - MAIDUGURI,16075,NRG - GASHUA,23977,"UMAR, Mr. ILIYASU YAKUBU",5000000,"?5,000,000.00"
160000959,160,1/19/2023 0:00,160000959,CREDIT,NR,6,NORTH REGION,605,NRG-NORTH EAST,60502,NRG-RBN - MAIDUGURI,16075,NRG - GASHUA,23977,"UMAR, Mr. ILIYASU YAKUBU",5000000,"?5,000,000.00"
160000959,160,1/25/2023 0:00,160000959,CREDIT,NR,6,NORTH REGION,605,NRG-NORTH EAST,60502,NRG-RBN - MAIDUGURI,16075,NRG - GASHUA,23977,"UMAR, Mr. ILIYASU YAKUBU",5000000,"?5,000,000.00"
161004051,160,11/11/2022 0:00,161004051,CREDIT,NR,6,NORTH REGION,605,NRG-NORTH EAST,60502,NRG-RBN - MAIDUGURI,16075,NRG - GASHUA,23977,"UMAR, Mr. ILIYASU YAKUBU",5000000,"?5,000,000.00"
160404594,470,11/29/2022 0:00,160404594,CREDIT,NR,6,NORTH REGION,605,NRG-NORTH EAST,60502,NRG-RBN - MAIDUGURI,16075,NRG - GASHUA,23977,"UMAR, Mr. ILIYASU YAKUBU",5000000,"?5,000,000.00"
160404594,470,11/30/2022 0:00,160404594,CREDIT,NR,6,NORTH REGION,605,NRG-NORTH EAST,60502,NRG-RBN - MAIDUGURI,16075,NRG - GASHUA,23977,"UMAR, Mr. ILIYASU YAKUBU",5000000,"?5,000,000.00"
160404594,470,12/7/2022 0:00,160404594,CREDIT,NR,6,NORTH REGION,605,NRG-NORTH EAST,60502,NRG-RBN - MAIDUGURI,16075,NRG - GASHUA,23977,"UMAR, Mr. ILIYASU YAKUBU",5000000,"?5,000,000.00"
160428736,470,12/21/2022 0:00,160428736,CREDIT,NR,6,NORTH REGION,605,NRG-NORTH EAST,60502,NRG-RBN - MAIDUGURI,16075,NRG - GASHUA,23977,"UMAR, Mr. ILIYASU YAKUBU",5000000,"?5,000,000.00"
260417746,394,1/24/2023 0:00,260417746,CREDIT,NR,6,NORTH REGION,605,NRG-NORTH EAST,60502,NRG-RBN - MAIDUGURI,16075,NRG - GASHUA,23977,"UMAR, Mr. ILIYASU YAKUBU",5000000,"?5,000,000.00"
160435527,160,11/8/2022 0:00,160435527,CREDIT,NR,6,NORTH REGION,605,NRG-NORTH EAST,60502,NRG-RBN - MAIDUGURI,16075,NRG - GASHUA,23977,"UMAR, Mr. ILIYASU YAKUBU",5000000,"?5,000,000.00"
160445085,160,11/7/2022 0:00,160445085,CREDIT,NR,6,NORTH REGION,605,NRG-NORTH EAST,60502,NRG-RBN - MAIDUGURI,16075,NRG - GASHUA,23977,"UMAR, Mr. ILIYASU YAKUBU",5000000,"?5,000,000.00"
160008558,160,11/10/2022 0:00,160008558,CREDIT,NR,6,NORTH REGION,605,NRG-NORTH EAST,60502,NRG-RBN - MAIDUGURI,16075,NRG - GASHUA,23977,"UMAR, Mr. ILIYASU YAKUBU",5000000,"?5,000,000.00"
160438650,130,1/27/2023 0:00,160438650,CREDIT,NR,6,NORTH REGION,605,NRG-NORTH EAST,60502,NRG-RBN - MAIDUGURI,16075,NRG - GASHUA,23977,"UMAR, Mr. ILIYASU YAKUBU",5000000,"?5,000,000.00"
160428916,130,1/26/2023 0:00,160428916,CREDIT,NR,6,NORTH REGION,605,NRG-NORTH EAST,60502,NRG-RBN - MAIDUGURI,16075,NRG - GASHUA,23977,"UMAR, Mr. ILIYASU YAKUBU",5000000,"?5,000,000.00"
160010223,160,11/24/2022 0:00,160010223,CREDIT,NR,6,NORTH REGION,605,NRG-NORTH EAST,60502,NRG-RBN - MAIDUGURI,16075,NRG - GASHUA,23977,"UMAR, Mr. ILIYASU YAKUBU",5000000,"?5,000,000.00"
160010223,160,11/30/2022 0:00,160010223,CREDIT,NR,6,NORTH REGION,605,NRG-NORTH EAST,60502,NRG-RBN - MAIDUGURI,16075,NRG - GASHUA,23977,"UMAR, Mr. ILIYASU YAKUBU",5000000,"?5,000,000.00"
160010223,160,12/14/2022 0:00,160010223,CREDIT,NR,6,NORTH REGION,605,NRG-NORTH EAST,60502,NRG-RBN - MAIDUGURI,16075,NRG - GASHUA,23977,"UMAR, Mr. ILIYASU YAKUBU",5000000,"?5,000,000.00"
160444802,606,1/25/2023 0:00,160444802,CREDIT,NR,6,NORTH REGION,605,NRG-NORTH EAST,60502,NRG-RBN - MAIDUGURI,16075,NRG - GASHUA,23977,"UMAR, Mr. ILIYASU YAKUBU",5000000,"?5,000,000.00"
160003804,160,11/15/2022 0:00,160003804,CREDIT,NR,6,NORTH REGION,605,NRG-NORTH EAST,60502,NRG-RBN - MAIDUGURI,16075,NRG - GASHUA,23977,"UMAR, Mr. ILIYASU YAKUBU",5000000,"?5,000,000.00"
160003804,160,1/20/2023 0:00,160003804,CREDIT,NR,6,NORTH REGION,605,NRG-NORTH EAST,60502,NRG-RBN - MAIDUGURI,16075,NRG - GASHUA,23977,"UMAR, Mr. ILIYASU YAKUBU",5000000,"?5,000,000.00"
160434446,160,11/18/2022 0:00,160434446,CREDIT,NR,6,NORTH REGION,605,NRG-NORTH EAST,60502,NRG-RBN - MAIDUGURI,16075,NRG - GASHUA,23977,"UMAR, Mr. ILIYASU YAKUBU",5000000,"?5,000,000.00"
160434446,160,11/30/2022 0:00,160434446,CREDIT,NR,6,NORTH REGION,605,NRG-NORTH EAST,60502,NRG-RBN - MAIDUGURI,16075,NRG - GASHUA,23977,"UMAR, Mr. ILIYASU YAKUBU",5000000,"?5,000,000.00"
160434446,160,12/2/2022 0:00,160434446,CREDIT,NR,6,NORTH REGION,605,NRG-NORTH EAST,60502,NRG-RBN - MAIDUGURI,16075,NRG - GASHUA,23977,"UMAR, Mr. ILIYASU YAKUBU",5000000,"?5,000,000.00"
160434446,160,12/16/2022 0:00,160434446,CREDIT,NR,6,NORTH REGION,605,NRG-NORTH EAST,60502,NRG-RBN - MAIDUGURI,16075,NRG - GASHUA,23977,"UMAR, Mr. ILIYASU YAKUBU",5000000,"?5,000,000.00"
