Customer,Count of Customer,Count of Pre Customer,Perc_transac_change,Post TRAN_AMT,Pre TRAN_AMT,Perce_Amnt_change
164008849,17877,2,893750.00%,164643072180.83002,₦10850000.00,1517347.67%
164009542,17877,2,893750.00%,164643072180.83002,₦16610000.00,991128.61%
165002737,17877,2,893750.00%,164643072180.83002,₦26884000.00,612320.30%
165401762,17877,2,893750.00%,164643072180.83002,₦10500000.00,1567929.26%
166004758,17877,2,893750.00%,164643072180.83002,₦10400000.00,1583006.46%
166005975,17877,2,893750.00%,164643072180.83002,₦23800000.00,691677.61%
169009632,17877,2,893750.00%,164643072180.83002,₦11400000.00,1444137.48%
169406312,17877,2,893750.00%,164643072180.83002,₦30000000.00,548710.24%
169409440,17877,2,893750.00%,164643072180.83002,₦11826000.00,1392112.69%
170001035,17877,2,893750.00%,164643072180.83002,₦12577505.00,1308928.08%
171007096,17877,2,893750.00%,164643072180.83002,₦12300500.00,1338407.15%
171403572,17877,2,893750.00%,164643072180.83002,₦17410000.00,945581.06%
174003283,17877,2,893750.00%,164643072180.83002,₦13940000.00,1180983.73%
174405174,17877,2,893750.00%,164643072180.83002,₦11150000.00,1476519.48%
181033250,17877,2,893750.00%,164643072180.83002,₦11824420.00,1392298.72%
182023491,17877,2,893750.00%,164643072180.83002,₦15150000.00,1086652.95%
183010684,17877,2,893750.00%,164643072180.83002,₦10600000.00,1553136.53%
183016858,17877,2,893750.00%,164643072180.83002,₦11181500.00,1472359.62%
189031089,17877,2,893750.00%,164643072180.83002,₦10000000.00,1646330.72%
189046777,17877,2,893750.00%,164643072180.83002,₦11300000.00,1456918.34%
190048194,17877,2,893750.00%,164643072180.83002,₦14108310.00,1166893.58%
190492962,17877,2,893750.00%,164643072180.83002,₦33390000.00,492990.96%
194001550,17877,2,893750.00%,164643072180.83002,₦11000000.00,1496655.20%
194007063,17877,2,893750.00%,164643072180.83002,₦11750000.00,1401117.64%
194011674,17877,2,893750.00%,164643072180.83002,₦10000000.00,1646330.72%
194013724,17877,2,893750.00%,164643072180.83002,₦11947500.00,1377954.59%
194400213,17877,2,893750.00%,164643072180.83002,₦10790000.00,1525785.75%
194407168,17877,2,893750.00%,164643072180.83002,₦10000000.00,1646330.72%
194413640,17877,2,893750.00%,164643072180.83002,₦15400000.00,1069010.86%
195008419,17877,2,893750.00%,164643072180.83002,₦14226500.00,1157198.51%
201018916,17877,2,893750.00%,164643072180.83002,₦11400000.00,1444137.48%
201026394,17877,2,893750.00%,164643072180.83002,₦12279050.00,1340745.36%
201030123,17877,2,893750.00%,164643072180.83002,₦12666500.00,1299730.83%
201407063,17877,2,893750.00%,164643072180.83002,₦11000000.00,1496655.20%
204405925,17877,2,893750.00%,164643072180.83002,₦16300000.00,1009980.20%
210002097,17877,2,893750.00%,164643072180.83002,₦14085000.00,1168824.90%
210034965,17877,2,893750.00%,164643072180.83002,₦11620000.00,1416793.91%
214403660,17877,2,893750.00%,164643072180.83002,₦16000000.00,1028919.20%
214418293,17877,2,893750.00%,164643072180.83002,₦22420000.00,734258.04%
215426282,17877,2,893750.00%,164643072180.83002,₦10000000.00,1646330.72%
216407856,17877,2,893750.00%,164643072180.83002,₦12000000.00,1371925.60%
220007333,17877,2,893750.00%,164643072180.83002,₦11809850.00,1394016.54%
220011588,17877,2,893750.00%,164643072180.83002,₦19883000.00,827959.51%
220016468,17877,2,893750.00%,164643072180.83002,₦11338390.00,1451985.10%
220420834,17877,2,893750.00%,164643072180.83002,₦12230000.00,1346122.99%
221403844,17877,2,893750.00%,164643072180.83002,₦18853000.00,873199.06%
221431458,17877,2,893750.00%,164643072180.83002,₦11078100.00,1486103.16%
227429389,17877,2,893750.00%,164643072180.83002,₦10000000.00,1646330.72%
228006602,17877,2,893750.00%,164643072180.83002,₦11697500.00,1407406.49%
228402604,17877,2,893750.00%,164643072180.83002,₦12800000.00,1286174.00%
228405848,17877,2,893750.00%,164643072180.83002,₦13839000.00,1189603.53%
228406858,17877,2,893750.00%,164643072180.83002,₦10000000.00,1646330.72%
228408193,17877,2,893750.00%,164643072180.83002,₦32000000.00,514409.60%
235035086,17877,2,893750.00%,164643072180.83002,₦11250000.00,1463393.97%
237029477,17877,2,893750.00%,164643072180.83002,₦12000000.00,1371925.60%
240403873,17877,2,893750.00%,164643072180.83002,₦12190000.00,1350540.46%
245000682,17877,2,893750.00%,164643072180.83002,₦222200000.00,73996.79%
250404438,17877,2,893750.00%,164643072180.83002,₦12000000.00,1371925.60%
250405251,17877,2,893750.00%,164643072180.83002,₦11875000.00,1386367.98%
250436345,17877,2,893750.00%,164643072180.83002,₦21500000.00,765681.73%
251003500,17877,2,893750.00%,164643072180.83002,₦22750000.00,723605.81%
251412263,17877,2,893750.00%,164643072180.83002,₦12100000.00,1360586.55%
252468274,17877,2,893750.00%,164643072180.83002,₦14397000.00,1143492.92%
253037635,17877,2,893750.00%,164643072180.83002,₦13170220.00,1250016.34%
253043634,17877,2,893750.00%,164643072180.83002,₦11314000.00,1455115.42%
253047190,17877,2,893750.00%,164643072180.83002,₦12796395.00,1286536.37%
253414547,17877,2,893750.00%,164643072180.83002,₦28970000.00,568222.65%
253421671,17877,2,893750.00%,164643072180.83002,₦16000000.00,1028919.20%
253423602,17877,2,893750.00%,164643072180.83002,₦11629090.00,1415686.38%
255018793,17877,2,893750.00%,164643072180.83002,₦11152410.00,1476200.39%
258010536,17877,2,893750.00%,164643072180.83002,₦10245000.00,1606957.81%
260006786,17877,2,893750.00%,164643072180.83002,₦10000000.00,1646330.72%
271041803,17877,2,893750.00%,164643072180.83002,₦18450000.00,892274.37%
272416192,17877,2,893750.00%,164643072180.83002,₦10000000.00,1646330.72%
275007651,17877,2,893750.00%,164643072180.83002,₦15238870.00,1080315.23%
276028350,17877,2,893750.00%,164643072180.83002,₦11000000.00,1496655.20%
278001569,17877,2,893750.00%,164643072180.83002,₦12000000.00,1371925.60%
279020290,17877,2,893750.00%,164643072180.83002,₦10446250.00,1575997.38%
279470567,17877,2,893750.00%,164643072180.83002,₦20000000.00,823115.36%
280406631,17877,2,893750.00%,164643072180.83002,₦11304000.00,1456402.76%
281002233,17877,2,893750.00%,164643072180.83002,₦10349800.00,1590685.06%
281004294,17877,2,893750.00%,164643072180.83002,₦12762600.00,1289943.35%
281005041,17877,2,893750.00%,164643072180.83002,₦11500000.00,1431578.89%
281025175,17877,2,893750.00%,164643072180.83002,₦12100000.00,1360586.55%
285408889,17877,2,893750.00%,164643072180.83002,₦10000000.00,1646330.72%
285420180,17877,2,893750.00%,164643072180.83002,₦18784000.00,876406.99%
297021355,17877,2,893750.00%,164643072180.83002,₦19000000.00,866442.49%
298000200,17877,2,893750.00%,164643072180.83002,₦13000000.00,1266385.17%
298402696,17877,2,893750.00%,164643072180.83002,₦13091000.00,1257581.40%
298444908,17877,2,893750.00%,164643072180.83002,₦36525000.00,450668.16%
303000594,17877,2,893750.00%,164643072180.83002,₦21000000.00,783914.63%
303004726,17877,2,893750.00%,164643072180.83002,₦12542760.00,1312554.25%
305010831,17877,2,893750.00%,164643072180.83002,₦14510000.00,1134586.92%
305012900,17877,2,893750.00%,164643072180.83002,₦11320000.00,1454344.10%
307005639,17877,2,893750.00%,164643072180.83002,₦10704500.00,1537973.45%
310020664,17877,2,893750.00%,164643072180.83002,₦12000000.00,1371925.60%
310021930,17877,2,893750.00%,164643072180.83002,₦13600000.00,1210510.82%
312015575,17877,2,893750.00%,164643072180.83002,₦13500000.00,1219478.31%
312015650,17877,2,893750.00%,164643072180.83002,₦10746700.00,1531933.76%
312018803,17877,2,893750.00%,164643072180.83002,₦17340000.00,949398.69%
314007216,17877,2,893750.00%,164643072180.83002,₦10000000.00,1646330.72%
314402743,17877,2,893750.00%,164643072180.83002,₦10860100.00,1515936.43%
316427192,17877,2,893750.00%,164643072180.83002,₦10000000.00,1646330.72%
317000880,17877,2,893750.00%,164643072180.83002,₦16207190.00,1015764.39%
317007318,17877,2,893750.00%,164643072180.83002,₦15364750.00,1071463.63%
317402874,17877,2,893750.00%,164643072180.83002,₦10120000.00,1626807.83%
321402436,17877,2,893750.00%,164643072180.83002,₦10734000.00,1533746.40%
322405869,17877,2,893750.00%,164643072180.83002,₦14463050.00,1138270.34%
324001512,17877,2,893750.00%,164643072180.83002,₦11359000.00,1449350.41%
324400694,17877,2,893750.00%,164643072180.83002,₦10932000.00,1505965.42%
328005209,17877,2,893750.00%,164643072180.83002,₦11542098.00,1426357.06%
329027631,17877,2,893750.00%,164643072180.83002,₦17590000.00,935903.82%
329037517,17877,2,893750.00%,164643072180.83002,₦10600000.00,1553136.53%
331034717,17877,2,893750.00%,164643072180.83002,₦11000000.00,1496655.20%
345006740,17877,2,893750.00%,164643072180.83002,₦11250000.00,1463393.97%
346009571,17877,2,893750.00%,164643072180.83002,₦16047640.00,1025864.39%
350023861,17877,2,893750.00%,164643072180.83002,₦12000000.00,1371925.60%
351024721,17877,2,893750.00%,164643072180.83002,₦11062800.00,1488158.60%
352013998,17877,2,893750.00%,164643072180.83002,₦10322950.00,1594822.69%
356035454,17877,2,893750.00%,164643072180.83002,₦11871060.00,1386828.14%
356037199,17877,2,893750.00%,164643072180.83002,₦15000000.00,1097520.48%
356404809,17877,2,893750.00%,164643072180.83002,₦14550000.00,1131467.51%
356414235,17877,2,893750.00%,164643072180.83002,₦10000000.00,1646330.72%
356417002,17877,2,893750.00%,164643072180.83002,₦14600000.00,1127592.28%
357011993,17877,2,893750.00%,164643072180.83002,₦15355060.00,1072139.85%
357407668,17877,2,893750.00%,164643072180.83002,₦10840000.00,1518747.53%
360033310,17877,2,893750.00%,164643072180.83002,₦10224580.00,1610167.34%
361000234,17877,2,893750.00%,164643072180.83002,₦14782950.00,1113636.24%
363411130,17877,2,893750.00%,164643072180.83002,₦12100000.00,1360586.55%
364011016,17877,2,893750.00%,164643072180.83002,₦10860000.00,1515950.39%
364016655,17877,2,893750.00%,164643072180.83002,₦10910000.00,1509002.40%
364408766,17877,2,893750.00%,164643072180.83002,₦12655000.00,1300912.03%
365007731,17877,2,893750.00%,164643072180.83002,₦10101000.00,1629868.04%
365424877,17877,2,893750.00%,164643072180.83002,₦10656000.00,1544973.88%
366000300,17877,2,893750.00%,164643072180.83002,₦14843000.00,1109130.43%
366403979,17877,2,893750.00%,164643072180.83002,₦16090000.00,1023163.34%
370013613,17877,2,893750.00%,164643072180.83002,₦10000000.00,1646330.72%
370030793,17877,2,893750.00%,164643072180.83002,₦22100000.00,744891.28%
370400973,17877,2,893750.00%,164643072180.83002,₦26000000.00,633142.59%
370402116,17877,2,893750.00%,164643072180.83002,₦22300000.00,738209.74%
370405703,17877,2,893750.00%,164643072180.83002,₦15140000.00,1087370.75%
370422409,17877,2,893750.00%,164643072180.83002,₦17000000.00,968388.66%
370429371,17877,2,893750.00%,164643072180.83002,₦10183000.00,1616742.50%
370432983,17877,2,893750.00%,164643072180.83002,₦81790000.00,201199.76%
371012071,17877,2,893750.00%,164643072180.83002,₦16624740.00,990249.76%
372417810,17877,2,893750.00%,164643072180.83002,₦10000000.00,1646330.72%
372417904,17877,2,893750.00%,164643072180.83002,₦10000000.00,1646330.72%
375004890,17877,2,893750.00%,164643072180.83002,₦12046500.00,1366629.52%
375007744,17877,2,893750.00%,164643072180.83002,₦14089000.00,1168493.03%
375011912,17877,2,893750.00%,164643072180.83002,₦17250000.00,954352.59%
375012569,17877,2,893750.00%,164643072180.83002,₦12191470.00,1350377.61%
375410986,17877,2,893750.00%,164643072180.83002,₦13476470.00,1221607.70%
375412287,17877,2,893750.00%,164643072180.83002,₦10000000.00,1646330.72%
375442453,17877,2,893750.00%,164643072180.83002,₦10000000.00,1646330.72%
377007186,17877,2,893750.00%,164643072180.83002,₦15000000.00,1097520.48%
377012473,17877,2,893750.00%,164643072180.83002,₦13650000.00,1206076.35%
377411681,17877,2,893750.00%,164643072180.83002,₦20400000.00,806973.88%
377414577,17877,2,893750.00%,164643072180.83002,₦17194000.00,957461.20%
379414591,17877,2,893750.00%,164643072180.83002,₦15846000.00,1038919.77%
380021089,17877,2,893750.00%,164643072180.83002,₦11550000.00,1425381.14%
382021747,17877,2,893750.00%,164643072180.83002,₦10966000.00,1501295.88%
385030042,17877,2,893750.00%,164643072180.83002,₦10000000.00,1646330.72%
385415227,17877,2,893750.00%,164643072180.83002,₦11090000.00,1484508.41%
388010046,17877,2,893750.00%,164643072180.83002,₦228717615.00,71885.30%
388017293,17877,2,893750.00%,164643072180.83002,₦16000000.00,1028919.20%
388024889,17877,2,893750.00%,164643072180.83002,₦11579160.00,1421791.33%
388029958,17877,2,893750.00%,164643072180.83002,₦18300000.00,899588.92%
390406543,17877,2,893750.00%,164643072180.83002,₦10143300.00,1623070.69%
393418521,17877,2,893750.00%,164643072180.83002,₦10000000.00,1646330.72%
395022785,17877,2,893750.00%,164643072180.83002,₦15672000.00,1050455.59%
401018200,17877,2,893750.00%,164643072180.83002,₦20000000.00,823115.36%
406026684,17877,2,893750.00%,164643072180.83002,₦13388140.00,1229668.08%
411429625,17877,2,893750.00%,164643072180.83002,₦10975500.00,1499996.33%
411431911,17877,2,893750.00%,164643072180.83002,₦10250000.00,1606173.87%
416402177,17877,2,893750.00%,164643072180.83002,₦18638500.00,883249.37%
421002800,17877,2,893750.00%,164643072180.83002,₦14415000.00,1142064.91%
421031444,17877,2,893750.00%,164643072180.83002,₦10400000.00,1583006.46%
421423848,17877,2,893750.00%,164643072180.83002,₦11800000.00,1395180.27%
422409496,17877,2,893750.00%,164643072180.83002,₦10105000.00,1629222.83%
423009264,17877,2,893750.00%,164643072180.83002,₦10900000.00,1510386.90%
424007903,17877,2,893750.00%,164643072180.83002,₦11000000.00,1496655.20%
430401420,17877,2,893750.00%,164643072180.83002,₦13857390.00,1188024.69%
432027085,17877,2,893750.00%,164643072180.83002,₦66000000.00,249359.20%
433020270,17877,2,893750.00%,164643072180.83002,₦13000000.00,1266385.17%
433435197,17877,2,893750.00%,164643072180.83002,₦15822000.00,1040495.83%
435009284,17877,2,893750.00%,164643072180.83002,₦10800000.00,1524372.89%
443418211,17877,2,893750.00%,164643072180.83002,₦15009500.00,1096825.76%
443418295,17877,2,893750.00%,164643072180.83002,₦10517600.00,1565305.34%
444005165,17877,2,893750.00%,164643072180.83002,₦12488000.00,1318310.25%
449401834,17877,2,893750.00%,164643072180.83002,₦20000000.00,823115.36%
450400404,17877,2,893750.00%,164643072180.83002,₦19856000.00,829085.50%
450414401,17877,2,893750.00%,164643072180.83002,₦10241740.00,1607469.34%
450419927,17877,2,893750.00%,164643072180.83002,₦12980000.00,1268336.61%
452442697,17877,2,893750.00%,164643072180.83002,₦13500000.00,1219478.31%
453415151,17877,2,893750.00%,164643072180.83002,₦14739430.00,1116924.69%
458001867,17877,2,893750.00%,164643072180.83002,₦13600000.00,1210510.82%
459401462,17877,2,893750.00%,164643072180.83002,₦16190000.00,1016843.00%
459408012,17877,2,893750.00%,164643072180.83002,₦11000000.00,1496655.20%
465008744,17877,2,893750.00%,164643072180.83002,₦49000000.00,335906.27%
468005382,17877,2,893750.00%,164643072180.83002,₦13835000.00,1189947.50%
470002252,17877,2,893750.00%,164643072180.83002,₦13389500.00,1229543.17%
482004272,17877,2,893750.00%,164643072180.83002,₦10140000.00,1623598.94%
482401964,17877,2,893750.00%,164643072180.83002,₦10550000.00,1560497.84%
486405144,17877,2,893750.00%,164643072180.83002,₦16259215.00,1012513.91%
486412762,17877,2,893750.00%,164643072180.83002,₦12867895.00,1279387.22%
491407088,17877,2,893750.00%,164643072180.83002,₦22000000.00,748277.60%
496002143,17877,2,893750.00%,164643072180.83002,₦10800000.00,1524372.89%
496406060,17877,2,893750.00%,164643072180.83002,₦17170000.00,958799.66%
497416251,17877,2,893750.00%,164643072180.83002,₦12550000.00,1311796.99%
498410421,17877,2,893750.00%,164643072180.83002,₦11950000.00,1377666.29%
507402219,17877,2,893750.00%,164643072180.83002,₦12357500.00,1332233.18%
512006367,17877,2,893750.00%,164643072180.83002,₦16700000.00,985786.66%
512007571,17877,2,893750.00%,164643072180.83002,₦11346000.00,1451011.16%
517400391,17877,2,893750.00%,164643072180.83002,₦14600000.00,1127592.28%
517402323,17877,2,893750.00%,164643072180.83002,₦16000000.00,1028919.20%
517410909,17877,2,893750.00%,164643072180.83002,₦14950000.00,1101191.45%
519000019,17877,2,893750.00%,164643072180.83002,₦18000000.00,914583.73%
519008303,17877,2,893750.00%,164643072180.83002,₦15095000.00,1090612.63%
522426754,17877,2,893750.00%,164643072180.83002,₦10000000.00,1646330.72%
528002162,17877,2,893750.00%,164643072180.83002,₦12390000.00,1328738.35%
528404016,17877,2,893750.00%,164643072180.83002,₦11400000.00,1444137.48%
538006484,17877,2,893750.00%,164643072180.83002,₦16482500.00,998796.24%
543410203,17877,2,893750.00%,164643072180.83002,₦11400000.00,1444137.48%
544419649,17877,2,893750.00%,164643072180.83002,₦40000000.00,411507.68%
549012558,17877,2,893750.00%,164643072180.83002,₦20000000.00,823115.36%
553003406,17877,2,893750.00%,164643072180.83002,₦19700000.00,835651.64%
553004326,17877,2,893750.00%,164643072180.83002,₦11650000.00,1413145.25%
553400522,17877,2,893750.00%,164643072180.83002,₦10541000.00,1561830.29%
553435455,17877,2,893750.00%,164643072180.83002,₦33950000.00,484857.50%
560003014,17877,2,893750.00%,164643072180.83002,₦10737000.00,1533317.83%
561008140,17877,2,893750.00%,164643072180.83002,₦12516920.00,1315264.10%
562004424,17877,2,893750.00%,164643072180.83002,₦23102560.00,712561.59%
564002878,17877,2,893750.00%,164643072180.83002,₦12360000.00,1331963.69%
564404186,17877,2,893750.00%,164643072180.83002,₦10000000.00,1646330.72%
569000884,17877,2,893750.00%,164643072180.83002,₦16900000.00,974119.36%
569007326,17877,2,893750.00%,164643072180.83002,₦26000000.00,633142.59%
569007641,17877,2,893750.00%,164643072180.83002,₦11000000.00,1496655.20%
569403537,17877,2,893750.00%,164643072180.83002,₦13500000.00,1219478.31%
570412089,17877,2,893750.00%,164643072180.83002,₦71300000.00,230815.95%
571008286,17877,2,893750.00%,164643072180.83002,₦10065000.00,1635698.03%
571404726,17877,2,893750.00%,164643072180.83002,₦10378500.00,1586286.01%
573406930,17877,2,893750.00%,164643072180.83002,₦10750000.00,1531463.46%
574007150,17877,2,893750.00%,164643072180.83002,₦11167860.00,1474158.02%
574407316,17877,2,893750.00%,164643072180.83002,₦13230000.00,1244367.67%
574409273,17877,2,893750.00%,164643072180.83002,₦10000000.00,1646330.72%
576408120,17877,2,893750.00%,164643072180.83002,₦10000000.00,1646330.72%
576413394,17877,2,893750.00%,164643072180.83002,₦14350000.00,1147238.48%
576422379,17877,2,893750.00%,164643072180.83002,₦10460000.00,1573925.55%
577003879,17877,2,893750.00%,164643072180.83002,₦10511260.00,1566249.54%
577413276,17877,2,893750.00%,164643072180.83002,₦11000000.00,1496655.20%
578001228,17877,2,893750.00%,164643072180.83002,₦13656000.00,1205546.40%
579445573,17877,2,893750.00%,164643072180.83002,₦11550000.00,1425381.14%
582001439,17877,2,893750.00%,164643072180.83002,₦15000000.00,1097520.48%
582001983,17877,2,893750.00%,164643072180.83002,₦10000000.00,1646330.72%
582402447,17877,2,893750.00%,164643072180.83002,₦10000000.00,1646330.72%
582402660,17877,2,893750.00%,164643072180.83002,₦14000000.00,1175921.94%
586002732,17877,2,893750.00%,164643072180.83002,₦17763000.00,926787.76%
586010004,17877,2,893750.00%,164643072180.83002,₦42294000.00,389182.34%
588441164,17877,2,893750.00%,164643072180.83002,₦10150000.00,1621999.23%
589402049,17877,2,893750.00%,164643072180.83002,₦39900000.00,412539.28%
595002531,17877,2,893750.00%,164643072180.83002,₦22779150.00,722679.70%
597408327,17877,2,893750.00%,164643072180.83002,₦16000000.00,1028919.20%
598004206,17877,2,893750.00%,164643072180.83002,₦10827000.00,1520571.21%
600411536,17877,2,893750.00%,164643072180.83002,₦12171340.00,1352611.14%
606400821,17877,2,893750.00%,164643072180.83002,₦12000000.00,1371925.60%
607007308,17877,2,893750.00%,164643072180.83002,₦22700000.00,725199.88%
612420394,17877,2,893750.00%,164643072180.83002,₦13000000.00,1266385.17%
614004414,17877,2,893750.00%,164643072180.83002,₦12584000.00,1308252.45%
614414074,17877,2,893750.00%,164643072180.83002,₦13000000.00,1266385.17%
617005387,17877,2,893750.00%,164643072180.83002,₦11021400.00,1493748.99%
619003522,17877,2,893750.00%,164643072180.83002,₦11905950.00,1382763.80%
619406452,17877,2,893750.00%,164643072180.83002,₦10800000.00,1524372.89%
619418432,17877,2,893750.00%,164643072180.83002,₦11200000.00,1469927.43%
623002904,17877,2,893750.00%,164643072180.83002,₦13900000.00,1184382.53%
626404828,17877,2,893750.00%,164643072180.83002,₦14417500.00,1141866.86%
627005868,17877,2,893750.00%,164643072180.83002,₦15850000.00,1038657.55%
627008925,17877,2,893750.00%,164643072180.83002,₦10889000.00,1511912.79%
628406517,17877,2,893750.00%,164643072180.83002,₦11661000.00,1411812.12%
630425989,17877,2,893750.00%,164643072180.83002,₦12278000.00,1340860.03%
631004706,17877,2,893750.00%,164643072180.83002,₦12132000.00,1356997.53%
634000126,17877,2,893750.00%,164643072180.83002,₦10071910.00,1634575.77%
636406680,17877,2,893750.00%,164643072180.83002,₦10000000.00,1646330.72%
636414856,17877,2,893750.00%,164643072180.83002,₦15505000.00,1061770.83%
637404590,17877,2,893750.00%,164643072180.83002,₦10000000.00,1646330.72%
645005295,17877,2,893750.00%,164643072180.83002,₦10500000.00,1567929.26%
647003481,17877,2,893750.00%,164643072180.83002,₦16566000.00,993761.36%
648405866,17877,2,893750.00%,164643072180.83002,₦12812010.00,1284968.25%
648410029,17877,2,893750.00%,164643072180.83002,₦21510000.00,765325.72%
655004078,17877,2,893750.00%,164643072180.83002,₦10150000.00,1621999.23%
658401069,17877,2,893750.00%,164643072180.83002,₦26250000.00,627111.70%
659416717,17877,2,893750.00%,164643072180.83002,₦10000000.00,1646330.72%
660008803,17877,2,893750.00%,164643072180.83002,₦13670800.00,1204241.17%
663004983,17877,2,893750.00%,164643072180.83002,₦13021840.00,1264261.04%
663402509,17877,2,893750.00%,164643072180.83002,₦10894910.00,1511092.59%
680477953,17877,2,893750.00%,164643072180.83002,₦10724535.00,1535100.10%
681004314,17877,2,893750.00%,164643072180.83002,₦26983300.00,610066.56%
681403682,17877,2,893750.00%,164643072180.83002,₦17650000.00,932721.94%
682402280,17877,2,893750.00%,164643072180.83002,₦10990000.00,1498017.13%
682405457,17877,2,893750.00%,164643072180.83002,₦12401600.00,1327495.41%
682407945,17877,2,893750.00%,164643072180.83002,₦14000000.00,1175921.94%
684002174,17877,2,893750.00%,164643072180.83002,₦11803200.00,1394801.99%
685405409,17877,2,893750.00%,164643072180.83002,₦11249500.00,1463459.02%
687401217,17877,2,893750.00%,164643072180.83002,₦13944185.00,1180629.26%
687406846,17877,2,893750.00%,164643072180.83002,₦14100000.00,1167581.36%
694004368,17877,2,893750.00%,164643072180.83002,₦10322000.00,1594969.48%
694402525,17877,2,893750.00%,164643072180.83002,₦11920450.00,1381081.69%
694404304,17877,2,893750.00%,164643072180.83002,₦10740000.00,1532889.50%
698000684,17877,2,893750.00%,164643072180.83002,₦14420085.00,1141662.15%
698410247,17877,2,893750.00%,164643072180.83002,₦12500000.00,1317044.58%
698418970,17877,2,893750.00%,164643072180.83002,₦14567700.00,1130092.63%
699416749,17877,2,893750.00%,164643072180.83002,₦17700000.00,930086.85%
704405369,17877,2,893750.00%,164643072180.83002,₦10189000.00,1615790.39%
705414975,17877,2,893750.00%,164643072180.83002,₦10500000.00,1567929.26%
707406496,17877,2,893750.00%,164643072180.83002,₦11110000.00,1481835.84%
707408092,17877,2,893750.00%,164643072180.83002,₦12298000.00,1338679.25%
710410117,17877,2,893750.00%,164643072180.83002,₦10000000.00,1646330.72%
714411314,17877,2,893750.00%,164643072180.83002,₦43155000.00,381415.63%
716425595,17877,2,893750.00%,164643072180.83002,₦14970030.00,1099717.92%
721408894,17877,2,893750.00%,164643072180.83002,₦10915000.00,1508311.11%
726405686,17877,2,893750.00%,164643072180.83002,₦15409000.00,1068386.42%
732000267,17877,2,893750.00%,164643072180.83002,₦12450500.00,1322281.21%
732408123,17877,2,893750.00%,164643072180.83002,₦14579000.00,1129216.63%
732412705,17877,2,893750.00%,164643072180.83002,₦13651000.00,1205987.99%
738002850,17877,2,893750.00%,164643072180.83002,₦16980000.00,969529.40%
749000396,17877,2,893750.00%,164643072180.83002,₦20070000.00,820244.16%
755411244,17877,2,893750.00%,164643072180.83002,₦12017000.00,1369984.65%
756404233,17877,2,893750.00%,164643072180.83002,₦14120000.00,1165927.42%
757001348,17877,2,893750.00%,164643072180.83002,₦19000000.00,866442.49%
757401960,17877,2,893750.00%,164643072180.83002,₦13807340.00,1192331.51%
774000399,17877,2,893750.00%,164643072180.83002,₦14000000.00,1175921.94%
774405209,17877,2,893750.00%,164643072180.83002,₦11463000.00,1436200.03%
782404951,17877,2,893750.00%,164643072180.83002,₦12000000.00,1371925.60%
782412102,17877,2,893750.00%,164643072180.83002,₦12047840.00,1366477.51%
784405667,17877,2,893750.00%,164643072180.83002,₦11150000.00,1476519.48%
789404965,17877,2,893750.00%,164643072180.83002,₦11350000.00,1450499.75%
103027187,17877,1,1787600.00%,164643072180.83002,₦5477000.00,3005981.29%
104020144,17877,1,1787600.00%,164643072180.83002,₦6250000.00,2634189.15%
104039041,17877,1,1787600.00%,164643072180.83002,₦24750000.00,665124.53%
104044311,17877,1,1787600.00%,164643072180.83002,₦6792000.00,2423973.50%
104403117,17877,1,1787600.00%,164643072180.83002,₦5100000.00,3228195.53%
104403542,17877,1,1787600.00%,164643072180.83002,₦8400000.00,1959936.57%
107419098,17877,1,1787600.00%,164643072180.83002,₦5000000.00,3292761.44%
108404748,17877,1,1787600.00%,164643072180.83002,₦6611000.00,2490341.27%
108456332,17877,1,1787600.00%,164643072180.83002,₦5000000.00,3292761.44%
109024220,17877,1,1787600.00%,164643072180.83002,₦6700000.00,2457259.29%
109025898,17877,1,1787600.00%,164643072180.83002,₦20000000.00,823115.36%
109404804,17877,1,1787600.00%,164643072180.83002,₦9000000.00,1829267.47%
109453454,17877,1,1787600.00%,164643072180.83002,₦5640000.00,2919103.41%
109455438,17877,1,1787600.00%,164643072180.83002,₦5473000.00,3008178.32%
110003450,17877,1,1787600.00%,164643072180.83002,₦7350000.00,2239941.80%
110038349,17877,1,1787600.00%,164643072180.83002,₦5600000.00,2939954.86%
110470851,17877,1,1787600.00%,164643072180.83002,₦6000000.00,2743951.20%
111016461,17877,1,1787600.00%,164643072180.83002,₦5150700.00,3196418.38%
111401959,17877,1,1787600.00%,164643072180.83002,₦12000000.00,1371925.60%
111403211,17877,1,1787600.00%,164643072180.83002,₦5789000.00,2843967.58%
111405875,17877,1,1787600.00%,164643072180.83002,₦6000000.00,2743951.20%
111414148,17877,1,1787600.00%,164643072180.83002,₦6550500.00,2513342.82%
112023094,17877,1,1787600.00%,164643072180.83002,₦9562500.00,1721657.62%
113005737,17877,1,1787600.00%,164643072180.83002,₦5811000.00,2833200.16%
113014893,17877,1,1787600.00%,164643072180.83002,₦5000000.00,3292761.44%
113400622,17877,1,1787600.00%,164643072180.83002,₦5000000.00,3292761.44%
114024508,17877,1,1787600.00%,164643072180.83002,₦7819000.00,2105579.40%
114031552,17877,1,1787600.00%,164643072180.83002,₦8160000.00,2017584.71%
114401896,17877,1,1787600.00%,164643072180.83002,₦6730000.00,2446305.23%
114409138,17877,1,1787600.00%,164643072180.83002,₦6859140.00,2400245.70%
114431898,17877,1,1787600.00%,164643072180.83002,₦5000000.00,3292761.44%
115013507,17877,1,1787600.00%,164643072180.83002,₦6315000.00,2607074.54%
