Customer,Count of Customer,Count of Pre Customer,Perc_transac_change,Post TRAN_AMT,Pre TRAN_AMT,Perce_Amnt_change
382027503,17877,6,297850.00%,164643072180.83002,₦33520655.00,491069.02%
415005611,17877,6,297850.00%,164643072180.83002,₦47561500.00,346068.80%
416403180,17877,6,297850.00%,164643072180.83002,₦54360000.00,302775.41%
418023199,17877,6,297850.00%,164643072180.83002,₦37393500.00,440198.64%
421043286,17877,6,297850.00%,164643072180.83002,₦40162500.00,409842.29%
422009363,17877,6,297850.00%,164643072180.83002,₦30000000.00,548710.24%
423404477,17877,6,297850.00%,164643072180.83002,₦39570650.00,415973.71%
427437574,17877,6,297850.00%,164643072180.83002,₦30000000.00,548710.24%
440001316,17877,6,297850.00%,164643072180.83002,₦62691000.00,262526.33%
440020612,17877,6,297850.00%,164643072180.83002,₦41333290.00,398230.43%
440405476,17877,6,297850.00%,164643072180.83002,₦61695845.00,266762.50%
440444674,17877,6,297850.00%,164643072180.83002,₦166384150.00,98853.58%
460001220,17877,6,297850.00%,164643072180.83002,₦42000000.00,391907.31%
460412063,17877,6,297850.00%,164643072180.83002,₦45705200.00,360128.32%
461004396,17877,6,297850.00%,164643072180.83002,₦38850000.00,423691.69%
483006063,17877,6,297850.00%,164643072180.83002,₦61000000.00,269806.68%
512406552,17877,6,297850.00%,164643072180.83002,₦40563500.00,405789.71%
517003868,17877,6,297850.00%,164643072180.83002,₦53075000.00,310108.33%
517409002,17877,6,297850.00%,164643072180.83002,₦30000000.00,548710.24%
524400560,17877,6,297850.00%,164643072180.83002,₦39325155.00,418571.13%
553015540,17877,6,297850.00%,164643072180.83002,₦90950000.00,180925.92%
575004677,17877,6,297850.00%,164643072180.83002,₦37343410.00,440789.23%
577004444,17877,6,297850.00%,164643072180.83002,₦59186600.00,278076.26%
579415265,17877,6,297850.00%,164643072180.83002,₦30000000.00,548710.24%
581418434,17877,6,297850.00%,164643072180.83002,₦34229820.00,480893.10%
588408363,17877,6,297850.00%,164643072180.83002,₦33040000.00,498214.38%
592413024,17877,6,297850.00%,164643072180.83002,₦32900000.00,500334.87%
609010265,17877,6,297850.00%,164643072180.83002,₦36337000.00,453000.34%
615434274,17877,6,297850.00%,164643072180.83002,₦32999000.00,498833.52%
623413764,17877,6,297850.00%,164643072180.83002,₦38466620.00,427915.44%
627006557,17877,6,297850.00%,164643072180.83002,₦36522625.00,450697.48%
630001654,17877,6,297850.00%,164643072180.83002,₦36644500.00,449198.18%
630003363,17877,6,297850.00%,164643072180.83002,₦46221080.00,356107.76%
630420782,17877,6,297850.00%,164643072180.83002,₦46088400.00,357133.21%
636000037,17877,6,297850.00%,164643072180.83002,₦44940000.00,366261.98%
658404595,17877,6,297850.00%,164643072180.83002,₦30750000.00,535324.62%
671419013,17877,6,297850.00%,164643072180.83002,₦40461300.00,406814.93%
681001096,17877,6,297850.00%,164643072180.83002,₦41590000.00,395771.78%
684412874,17877,6,297850.00%,164643072180.83002,₦42716100.00,385335.64%
732402998,17877,6,297850.00%,164643072180.83002,₦43882900.00,375087.31%
737421610,17877,6,297850.00%,164643072180.83002,₦39535000.00,416348.90%
741407055,17877,6,297850.00%,164643072180.83002,₦41159500.00,399912.32%
745419983,17877,6,297850.00%,164643072180.83002,₦43756665.00,376169.70%
750422427,17877,6,297850.00%,164643072180.83002,₦48236000.00,341228.20%
755404568,17877,6,297850.00%,164643072180.83002,₦43680000.00,376830.11%
759402124,17877,6,297850.00%,164643072180.83002,₦85573800.00,192298.93%
764409182,17877,6,297850.00%,164643072180.83002,₦60115100.00,273779.73%
774435402,17877,6,297850.00%,164643072180.83002,₦99230000.00,165820.66%
103411086,17877,5,357440.00%,164643072180.83002,₦30513670.00,539471.52%
104422559,17877,5,357440.00%,164643072180.83002,₦25000000.00,658472.29%
109406923,17877,5,357440.00%,164643072180.83002,₦33450000.00,492106.49%
110086569,17877,5,357440.00%,164643072180.83002,₦28648050.00,574609.53%
111404536,17877,5,357440.00%,164643072180.83002,₦31179000.00,527957.58%
111414248,17877,5,357440.00%,164643072180.83002,₦25000000.00,658472.29%
112008161,17877,5,357440.00%,164643072180.83002,₦31350580.00,525067.55%
114407632,17877,5,357440.00%,164643072180.83002,₦47650000.00,345425.86%
120047145,17877,5,357440.00%,164643072180.83002,₦27015000.00,609350.57%
142024691,17877,5,357440.00%,164643072180.83002,₦32390000.00,508214.52%
154102543,17877,5,357440.00%,164643072180.83002,₦36000000.00,457241.87%
160405757,17877,5,357440.00%,164643072180.83002,₦66666000.00,246867.08%
160446728,17877,5,357440.00%,164643072180.83002,₦28203000.00,583678.58%
165000660,17877,5,357440.00%,164643072180.83002,₦36680000.00,448763.34%
167419120,17877,5,357440.00%,164643072180.83002,₦41153600.00,399969.67%
178006651,17877,5,357440.00%,164643072180.83002,₦28450000.00,578610.27%
186029112,17877,5,357440.00%,164643072180.83002,₦33000000.00,498818.40%
189003051,17877,5,357440.00%,164643072180.83002,₦47243600.00,348398.15%
194004413,17877,5,357440.00%,164643072180.83002,₦34917180.00,471424.54%
200003523,17877,5,357440.00%,164643072180.83002,₦34785890.00,473204.18%
200405531,17877,5,357440.00%,164643072180.83002,₦43723000.00,376459.41%
201023448,17877,5,357440.00%,164643072180.83002,₦43586000.00,377643.02%
201402918,17877,5,357440.00%,164643072180.83002,₦45129000.00,364727.65%
201409683,17877,5,357440.00%,164643072180.83002,₦47942000.00,343321.37%
211434249,17877,5,357440.00%,164643072180.83002,₦71130000.00,231367.84%
215042434,17877,5,357440.00%,164643072180.83002,₦28650000.00,574570.41%
216403397,17877,5,357440.00%,164643072180.83002,₦34750000.00,473693.01%
219012194,17877,5,357440.00%,164643072180.83002,₦35995000.00,457305.40%
221010369,17877,5,357440.00%,164643072180.83002,₦29959350.00,549454.89%
221017800,17877,5,357440.00%,164643072180.83002,₦28475000.00,578102.19%
228005790,17877,5,357440.00%,164643072180.83002,₦25000000.00,658472.29%
228006101,17877,5,357440.00%,164643072180.83002,₦37340000.00,440829.49%
230413824,17877,5,357440.00%,164643072180.83002,₦83160000.00,197883.49%
250001803,17877,5,357440.00%,164643072180.83002,₦39420000.00,417563.81%
250409879,17877,5,357440.00%,164643072180.83002,₦63051000.00,261026.82%
251009178,17877,5,357440.00%,164643072180.83002,₦38910650.00,423031.13%
251403533,17877,5,357440.00%,164643072180.83002,₦30102000.00,546850.61%
252035355,17877,5,357440.00%,164643072180.83002,₦44241800.00,372043.70%
253034905,17877,5,357440.00%,164643072180.83002,₦36907130.00,446000.99%
253422012,17877,5,357440.00%,164643072180.83002,₦31586760.00,521140.77%
260002980,17877,5,357440.00%,164643072180.83002,₦39089000.00,421100.52%
270008056,17877,5,357440.00%,164643072180.83002,₦27552160.00,597468.66%
270020662,17877,5,357440.00%,164643072180.83002,₦30335000.00,542649.54%
273018058,17877,5,357440.00%,164643072180.83002,₦25000000.00,658472.29%
274408731,17877,5,357440.00%,164643072180.83002,₦32494500.00,506579.81%
275019920,17877,5,357440.00%,164643072180.83002,₦28761000.00,572352.53%
278018958,17877,5,357440.00%,164643072180.83002,₦38854500.00,423642.61%
282001924,17877,5,357440.00%,164643072180.83002,₦31254215.00,526686.78%
284423518,17877,5,357440.00%,164643072180.83002,₦25000000.00,658472.29%
288035951,17877,5,357440.00%,164643072180.83002,₦31694100.00,519375.46%
288058025,17877,5,357440.00%,164643072180.83002,₦33943700.00,484947.51%
288450580,17877,5,357440.00%,164643072180.83002,₦26458500.00,622169.11%
303000834,17877,5,357440.00%,164643072180.83002,₦51000000.00,322729.55%
303401093,17877,5,357440.00%,164643072180.83002,₦39157000.00,420369.07%
310403803,17877,5,357440.00%,164643072180.83002,₦32120000.00,512487.40%
312016885,17877,5,357440.00%,164643072180.83002,₦34500000.00,477126.30%
317000758,17877,5,357440.00%,164643072180.83002,₦49971300.00,329375.26%
322411949,17877,5,357440.00%,164643072180.83002,₦25000000.00,658472.29%
324002955,17877,5,357440.00%,164643072180.83002,₦81225010.00,202599.97%
341019171,17877,5,357440.00%,164643072180.83002,₦29110880.00,565472.30%
350031207,17877,5,357440.00%,164643072180.83002,₦31640000.00,520263.69%
350420810,17877,5,357440.00%,164643072180.83002,₦52130150.00,315730.80%
356036663,17877,5,357440.00%,164643072180.83002,₦44041400.00,373737.05%
358409391,17877,5,357440.00%,164643072180.83002,₦38539000.00,427111.58%
360003186,17877,5,357440.00%,164643072180.83002,₦42260000.00,389495.53%
360012891,17877,5,357440.00%,164643072180.83002,₦43815000.00,375668.74%
360414853,17877,5,357440.00%,164643072180.83002,₦37180000.00,442726.98%
364414071,17877,5,357440.00%,164643072180.83002,₦37339000.00,440841.30%
366002603,17877,5,357440.00%,164643072180.83002,₦42101255.00,390964.52%
366417256,17877,5,357440.00%,164643072180.83002,₦37240500.00,442007.58%
370417032,17877,5,357440.00%,164643072180.83002,₦36743580.00,447986.64%
374407785,17877,5,357440.00%,164643072180.83002,₦47440000.00,346955.38%
375012400,17877,5,357440.00%,164643072180.83002,₦137142000.00,119952.99%
387009366,17877,5,357440.00%,164643072180.83002,₦33220400.00,495508.34%
404004432,17877,5,357440.00%,164643072180.83002,₦35911460.00,458369.45%
416407413,17877,5,357440.00%,164643072180.83002,₦32673650.00,503801.68%
423000659,17877,5,357440.00%,164643072180.83002,₦43140000.00,381548.29%
423009069,17877,5,357440.00%,164643072180.83002,₦49518500.00,332388.00%
430011319,17877,5,357440.00%,164643072180.83002,₦42256000.00,389532.41%
430405425,17877,5,357440.00%,164643072180.83002,₦28750000.00,572571.56%
445402070,17877,5,357440.00%,164643072180.83002,₦63700000.00,258366.36%
486415617,17877,5,357440.00%,164643072180.83002,₦25810000.00,637804.19%
494006482,17877,5,357440.00%,164643072180.83002,₦33662500.00,488999.36%
496008290,17877,5,357440.00%,164643072180.83002,₦60110000.00,273802.96%
497422576,17877,5,357440.00%,164643072180.83002,₦46000000.00,357819.72%
507402657,17877,5,357440.00%,164643072180.83002,₦25000000.00,658472.29%
512003146,17877,5,357440.00%,164643072180.83002,₦49263000.00,334112.44%
512005195,17877,5,357440.00%,164643072180.83002,₦32300000.00,509630.87%
519012453,17877,5,357440.00%,164643072180.83002,₦49450330.00,332846.36%
519402374,17877,5,357440.00%,164643072180.83002,₦45000000.00,365773.49%
521406042,17877,5,357440.00%,164643072180.83002,₦25000000.00,658472.29%
551404364,17877,5,357440.00%,164643072180.83002,₦101150000.00,162671.20%
553408116,17877,5,357440.00%,164643072180.83002,₦27937000.00,589236.98%
554401652,17877,5,357440.00%,164643072180.83002,₦54120000.00,304118.54%
573008990,17877,5,357440.00%,164643072180.83002,₦46872000.00,351161.03%
574015854,17877,5,357440.00%,164643072180.83002,₦80000000.00,205703.84%
577408716,17877,5,357440.00%,164643072180.83002,₦27000000.00,609689.16%
595408942,17877,5,357440.00%,164643072180.83002,₦28009000.00,587722.03%
631000026,17877,5,357440.00%,164643072180.83002,₦54734960.00,300700.57%
640000106,17877,5,357440.00%,164643072180.83002,₦30370000.00,542024.04%
650002652,17877,5,357440.00%,164643072180.83002,₦30088800.00,547090.56%
651005280,17877,5,357440.00%,164643072180.83002,₦48000000.00,342906.40%
655006314,17877,5,357440.00%,164643072180.83002,₦30773500.00,534915.75%
658416702,17877,5,357440.00%,164643072180.83002,₦25000000.00,658472.29%
663001868,17877,5,357440.00%,164643072180.83002,₦33483000.00,491621.39%
668009437,17877,5,357440.00%,164643072180.83002,₦34269500.00,480336.17%
671418789,17877,5,357440.00%,164643072180.83002,₦38668500.00,425680.86%
694004284,17877,5,357440.00%,164643072180.83002,₦36100000.00,455974.99%
694404013,17877,5,357440.00%,164643072180.83002,₦31146890.00,528501.96%
707403044,17877,5,357440.00%,164643072180.83002,₦27245000.00,604205.64%
707406710,17877,5,357440.00%,164643072180.83002,₦40000000.00,411507.68%
720003667,17877,5,357440.00%,164643072180.83002,₦36081000.00,456215.16%
721416265,17877,5,357440.00%,164643072180.83002,₦34000000.00,484144.33%
737419992,17877,5,357440.00%,164643072180.83002,₦41280000.00,398744.65%
738006145,17877,5,357440.00%,164643072180.83002,₦32351195.00,508824.24%
741400021,17877,5,357440.00%,164643072180.83002,₦26970000.00,610367.45%
755418169,17877,5,357440.00%,164643072180.83002,₦32180000.00,511531.67%
767409973,17877,5,357440.00%,164643072180.83002,₦31664000.00,519869.28%
772416510,17877,5,357440.00%,164643072180.83002,₦36255000.00,454025.15%
787423071,17877,5,357440.00%,164643072180.83002,₦30161500.00,545771.63%
103414606,17877,4,446825.00%,164643072180.83002,₦29800000.00,552393.53%
109417200,17877,4,446825.00%,164643072180.83002,₦22600000.00,728409.17%
109417385,17877,4,446825.00%,164643072180.83002,₦31730000.00,518787.72%
111062288,17877,4,446825.00%,164643072180.83002,₦23820000.00,691096.78%
111401388,17877,4,446825.00%,164643072180.83002,₦29624440.00,555667.71%
114001198,17877,4,446825.00%,164643072180.83002,₦23335000.00,705462.77%
116014913,17877,4,446825.00%,164643072180.83002,₦35019000.00,470053.55%
119435179,17877,4,446825.00%,164643072180.83002,₦29778160.00,552798.74%
120003585,17877,4,446825.00%,164643072180.83002,₦37371800.00,440454.30%
120040178,17877,4,446825.00%,164643072180.83002,₦29023000.00,567184.82%
130002822,17877,4,446825.00%,164643072180.83002,₦34986250.00,470493.65%
140402232,17877,4,446825.00%,164643072180.83002,₦23378670.00,704144.82%
150014164,17877,4,446825.00%,164643072180.83002,₦29560000.00,556879.27%
152001884,17877,4,446825.00%,164643072180.83002,₦35255332.00,466901.91%
154414894,17877,4,446825.00%,164643072180.83002,₦31700000.00,519278.78%
160007718,17877,4,446825.00%,164643072180.83002,₦45100000.00,364962.24%
160415696,17877,4,446825.00%,164643072180.83002,₦47838375.00,344065.27%
160419289,17877,4,446825.00%,164643072180.83002,₦20144000.00,817230.58%
164009333,17877,4,446825.00%,164643072180.83002,₦28035250.00,587171.64%
165005711,17877,4,446825.00%,164643072180.83002,₦45066500.00,365233.61%
167439964,17877,4,446825.00%,164643072180.83002,₦31800250.00,517641.44%
168415005,17877,4,446825.00%,164643072180.83002,₦20000000.00,823115.36%
169401847,17877,4,446825.00%,164643072180.83002,₦21338640.00,771472.47%
171005514,17877,4,446825.00%,164643072180.83002,₦35487500.00,463846.66%
173000911,17877,4,446825.00%,164643072180.83002,₦23300000.00,706522.63%
173400926,17877,4,446825.00%,164643072180.83002,₦28660000.00,574369.90%
182001211,17877,4,446825.00%,164643072180.83002,₦30500000.00,539713.35%
182023793,17877,4,446825.00%,164643072180.83002,₦25441000.00,647056.45%
183003878,17877,4,446825.00%,164643072180.83002,₦25111375.00,655551.36%
183411082,17877,4,446825.00%,164643072180.83002,₦29006880.00,567500.07%
186008630,17877,4,446825.00%,164643072180.83002,₦21650000.00,760376.08%
191037539,17877,4,446825.00%,164643072180.83002,₦38735000.00,424949.88%
194003172,17877,4,446825.00%,164643072180.83002,₦23250000.00,708042.25%
194007905,17877,4,446825.00%,164643072180.83002,₦27305000.00,602877.74%
194009774,17877,4,446825.00%,164643072180.83002,₦22296000.00,738342.20%
201018052,17877,4,446825.00%,164643072180.83002,₦29405445.00,559806.75%
216418549,17877,4,446825.00%,164643072180.83002,₦20000000.00,823115.36%
221436818,17877,4,446825.00%,164643072180.83002,₦26978000.00,610186.43%
227408541,17877,4,446825.00%,164643072180.83002,₦20000000.00,823115.36%
228000231,17877,4,446825.00%,164643072180.83002,₦23894500.00,688941.71%
228002224,17877,4,446825.00%,164643072180.83002,₦24797000.00,663863.67%
228005273,17877,4,446825.00%,164643072180.83002,₦26993000.00,609847.29%
228401456,17877,4,446825.00%,164643072180.83002,₦20000000.00,823115.36%
228415068,17877,4,446825.00%,164643072180.83002,₦20000000.00,823115.36%
246035710,17877,4,446825.00%,164643072180.83002,₦50630800.00,325083.63%
250006304,17877,4,446825.00%,164643072180.83002,₦29850000.00,551468.08%
250028194,17877,4,446825.00%,164643072180.83002,₦26843000.00,613255.71%
250442271,17877,4,446825.00%,164643072180.83002,₦40590000.00,405524.72%
250443512,17877,4,446825.00%,164643072180.83002,₦38498000.00,427566.56%
251002967,17877,4,446825.00%,164643072180.83002,₦32205000.00,511134.50%
251401085,17877,4,446825.00%,164643072180.83002,₦26210000.00,628068.91%
258009018,17877,4,446825.00%,164643072180.83002,₦20591000.00,799487.55%
260002258,17877,4,446825.00%,164643072180.83002,₦26900000.00,611956.03%
263017370,17877,4,446825.00%,164643072180.83002,₦35344000.00,465730.33%
276408603,17877,4,446825.00%,164643072180.83002,₦32171450.00,511667.65%
277012341,17877,4,446825.00%,164643072180.83002,₦20450000.00,805000.60%
279003851,17877,4,446825.00%,164643072180.83002,₦26049000.00,631951.41%
286001714,17877,4,446825.00%,164643072180.83002,₦23792000.00,691910.22%
288043765,17877,4,446825.00%,164643072180.83002,₦22686000.00,725647.48%
288405890,17877,4,446825.00%,164643072180.83002,₦31096000.00,529367.04%
297019331,17877,4,446825.00%,164643072180.83002,₦23050000.00,714186.65%
297413272,17877,4,446825.00%,164643072180.83002,₦24174000.00,680975.01%
298001461,17877,4,446825.00%,164643072180.83002,₦37305000.00,441243.18%
298002661,17877,4,446825.00%,164643072180.83002,₦26200000.00,628308.67%
310022800,17877,4,446825.00%,164643072180.83002,₦21900000.00,751694.85%
312021480,17877,4,446825.00%,164643072180.83002,₦28817500.00,571230.17%
314408420,17877,4,446825.00%,164643072180.83002,₦24950000.00,659792.07%
320409231,17877,4,446825.00%,164643072180.83002,₦24151815.00,681600.62%
324419924,17877,4,446825.00%,164643072180.83002,₦22048000.00,746648.33%
330038457,17877,4,446825.00%,164643072180.83002,₦20000000.00,823115.36%
331447407,17877,4,446825.00%,164643072180.83002,₦37669450.00,436973.20%
340409391,17877,4,446825.00%,164643072180.83002,₦24298000.00,677499.28%
340421356,17877,4,446825.00%,164643072180.83002,₦20000000.00,823115.36%
340429360,17877,4,446825.00%,164643072180.83002,₦20000000.00,823115.36%
350047642,17877,4,446825.00%,164643072180.83002,₦41000000.00,401468.47%
351405608,17877,4,446825.00%,164643072180.83002,₦24032890.00,684973.96%
351461968,17877,4,446825.00%,164643072180.83002,₦20000000.00,823115.36%
353033779,17877,4,446825.00%,164643072180.83002,₦40900000.00,402450.30%
356037583,17877,4,446825.00%,164643072180.83002,₦32600000.00,504940.10%
356413507,17877,4,446825.00%,164643072180.83002,₦36293000.00,453549.66%
357010381,17877,4,446825.00%,164643072180.83002,₦28000000.00,587910.97%
358010091,17877,4,446825.00%,164643072180.83002,₦35828390.00,459432.43%
358402355,17877,4,446825.00%,164643072180.83002,₦23100000.00,712640.57%
358407181,17877,4,446825.00%,164643072180.83002,₦25482000.00,646015.19%
358412078,17877,4,446825.00%,164643072180.83002,₦42056000.00,391385.33%
358417453,17877,4,446825.00%,164643072180.83002,₦63480000.00,259262.12%
358419343,17877,4,446825.00%,164643072180.83002,₦51000000.00,322729.55%
360019485,17877,4,446825.00%,164643072180.83002,₦97041800.00,169562.01%
360430561,17877,4,446825.00%,164643072180.83002,₦25800000.00,638051.44%
361000184,17877,4,446825.00%,164643072180.83002,₦27900000.00,590018.54%
363402121,17877,4,446825.00%,164643072180.83002,₦40756100.00,403871.61%
363415414,17877,4,446825.00%,164643072180.83002,₦27529950.00,597950.75%
364017634,17877,4,446825.00%,164643072180.83002,₦23640500.00,696344.97%
372403381,17877,4,446825.00%,164643072180.83002,₦48300000.00,340775.93%
374018901,17877,4,446825.00%,164643072180.83002,₦24000000.00,685912.80%
375008297,17877,4,446825.00%,164643072180.83002,₦32335000.00,509079.13%
375008992,17877,4,446825.00%,164643072180.83002,₦25308000.00,650457.42%
375014938,17877,4,446825.00%,164643072180.83002,₦29550000.00,557067.76%
375409406,17877,4,446825.00%,164643072180.83002,₦25106845.00,655669.66%
380024896,17877,4,446825.00%,164643072180.83002,₦25700000.00,640534.52%
380422450,17877,4,446825.00%,164643072180.83002,₦20000000.00,823115.36%
382432563,17877,4,446825.00%,164643072180.83002,₦25480000.00,646065.90%
385403934,17877,4,446825.00%,164643072180.83002,₦27016820.00,609309.52%
406402408,17877,4,446825.00%,164643072180.83002,₦75253000.00,218686.06%
411429267,17877,4,446825.00%,164643072180.83002,₦20000000.00,823115.36%
415000127,17877,4,446825.00%,164643072180.83002,₦22705300.00,725030.57%
415011984,17877,4,446825.00%,164643072180.83002,₦27163000.00,606029.93%
433018997,17877,4,446825.00%,164643072180.83002,₦24013110.00,685538.27%
440444633,17877,4,446825.00%,164643072180.83002,₦70398680.00,233772.39%
453011710,17877,4,446825.00%,164643072180.83002,₦35000000.00,470308.78%
462011103,17877,4,446825.00%,164643072180.83002,₦27222716.00,604700.32%
482411662,17877,4,446825.00%,164643072180.83002,₦20000000.00,823115.36%
507400177,17877,4,446825.00%,164643072180.83002,₦27165355.00,605977.38%
538000050,17877,4,446825.00%,164643072180.83002,₦21963000.00,749538.36%
553416825,17877,4,446825.00%,164643072180.83002,₦39480220.00,416926.73%
553418903,17877,4,446825.00%,164643072180.83002,₦25000000.00,658472.29%
568000559,17877,4,446825.00%,164643072180.83002,₦26113400.00,630392.67%
576001253,17877,4,446825.00%,164643072180.83002,₦25689910.00,640786.14%
577003886,17877,4,446825.00%,164643072180.83002,₦23344000.00,705190.75%
581428800,17877,4,446825.00%,164643072180.83002,₦20000000.00,823115.36%
586004970,17877,4,446825.00%,164643072180.83002,₦24864500.00,662061.20%
609001691,17877,4,446825.00%,164643072180.83002,₦24260000.00,678560.64%
613424605,17877,4,446825.00%,164643072180.83002,₦26504790.00,621082.33%
614406097,17877,4,446825.00%,164643072180.83002,₦22790600.00,722316.58%
622003764,17877,4,446825.00%,164643072180.83002,₦23500000.00,700508.82%
623406423,17877,4,446825.00%,164643072180.83002,₦23927915.00,687979.48%
630008464,17877,4,446825.00%,164643072180.83002,₦28600290.00,575569.24%
630400139,17877,4,446825.00%,164643072180.83002,₦34040000.00,483575.30%
630405739,17877,4,446825.00%,164643072180.83002,₦24240000.00,679120.59%
631001668,17877,4,446825.00%,164643072180.83002,₦23800000.00,691677.61%
634414819,17877,4,446825.00%,164643072180.83002,₦23890000.00,689071.50%
640000102,17877,4,446825.00%,164643072180.83002,₦23200000.00,709568.41%
650414274,17877,4,446825.00%,164643072180.83002,₦22251000.00,739835.61%
655414671,17877,4,446825.00%,164643072180.83002,₦28415000.00,579323.09%
659412074,17877,4,446825.00%,164643072180.83002,₦25240000.00,652210.11%
663410953,17877,4,446825.00%,164643072180.83002,₦27626000.00,595871.45%
663411258,17877,4,446825.00%,164643072180.83002,₦27380000.00,601226.05%
669425230,17877,4,446825.00%,164643072180.83002,₦20000000.00,823115.36%
697003414,17877,4,446825.00%,164643072180.83002,₦25800000.00,638051.44%
698400249,17877,4,446825.00%,164643072180.83002,₦20684000.00,795892.42%
698401522,17877,4,446825.00%,164643072180.83002,₦26120000.00,630233.35%
698408699,17877,4,446825.00%,164643072180.83002,₦25589000.00,643313.47%
715407144,17877,4,446825.00%,164643072180.83002,₦41420000.00,397396.55%
721400055,17877,4,446825.00%,164643072180.83002,₦34592000.00,475857.08%
721422781,17877,4,446825.00%,164643072180.83002,₦26444500.00,622498.54%
723424718,17877,4,446825.00%,164643072180.83002,₦32702356.00,503359.36%
726000701,17877,4,446825.00%,164643072180.83002,₦25783500.00,638459.82%
729000025,17877,4,446825.00%,164643072180.83002,₦26989000.00,609937.69%
737000573,17877,4,446825.00%,164643072180.83002,₦24450000.00,673286.80%
737403465,17877,4,446825.00%,164643072180.83002,₦26550000.00,620024.57%
738408874,17877,4,446825.00%,164643072180.83002,₦40500000.00,406426.10%
757001041,17877,4,446825.00%,164643072180.83002,₦28670000.00,574169.52%
767000625,17877,4,446825.00%,164643072180.83002,₦28747000.00,572631.32%
772407293,17877,4,446825.00%,164643072180.83002,₦24510000.00,671638.36%
782403322,17877,4,446825.00%,164643072180.83002,₦28883380.00,569927.03%
784423561,17877,4,446825.00%,164643072180.83002,₦26830000.00,613552.90%
787000442,17877,4,446825.00%,164643072180.83002,₦64900000.00,253587.32%
789000152,17877,4,446825.00%,164643072180.83002,₦47999000.00,342913.55%
104401934,17877,3,595800.00%,164643072180.83002,₦39733850.00,414264.76%
106011628,17877,3,595800.00%,164643072180.83002,₦39530000.00,416401.57%
106061540,17877,3,595800.00%,164643072180.83002,₦15000000.00,1097520.48%
109019680,17877,3,595800.00%,164643072180.83002,₦17072000.00,964304.12%
109026622,17877,3,595800.00%,164643072180.83002,₦18788000.00,876220.38%
110016500,17877,3,595800.00%,164643072180.83002,₦15200000.00,1083078.11%
111412609,17877,3,595800.00%,164643072180.83002,₦25030000.00,657682.95%
112021231,17877,3,595800.00%,164643072180.83002,₦21150000.00,778354.24%
112414489,17877,3,595800.00%,164643072180.83002,₦21006255.00,783681.17%
115007894,17877,3,595800.00%,164643072180.83002,₦21367800.00,770419.53%
116403901,17877,3,595800.00%,164643072180.83002,₦20065090.00,820444.90%
116425430,17877,3,595800.00%,164643072180.83002,₦16482000.00,998826.54%
130414800,17877,3,595800.00%,164643072180.83002,₦22350000.00,736558.04%
131001235,17877,3,595800.00%,164643072180.83002,₦15000000.00,1097520.48%
132002010,17877,3,595800.00%,164643072180.83002,₦17189120.00,957733.05%
137004537,17877,3,595800.00%,164643072180.83002,₦16062000.00,1024947.14%
140451691,17877,3,595800.00%,164643072180.83002,₦20480000.00,803821.25%
142416926,17877,3,595800.00%,164643072180.83002,₦17627000.00,933939.10%
143030151,17877,3,595800.00%,164643072180.83002,₦24850000.00,662447.57%
146403011,17877,3,595800.00%,164643072180.83002,₦17113300.00,961976.70%
153000554,17877,3,595800.00%,164643072180.83002,₦15816680.00,1040845.84%
153011971,17877,3,595800.00%,164643072180.83002,₦17322280.00,950369.99%
154095205,17877,3,595800.00%,164643072180.83002,₦25700000.00,640534.52%
154100917,17877,3,595800.00%,164643072180.83002,₦17150000.00,959917.91%
154103334,17877,3,595800.00%,164643072180.83002,₦16800000.00,979918.29%
160001899,17877,3,595800.00%,164643072180.83002,₦20380000.00,807765.91%
160403706,17877,3,595800.00%,164643072180.83002,₦15000000.00,1097520.48%
161001327,17877,3,595800.00%,164643072180.83002,₦24387500.00,675012.55%
162012390,17877,3,595800.00%,164643072180.83002,₦16499000.00,997797.28%
162400100,17877,3,595800.00%,164643072180.83002,₦15000000.00,1097520.48%
163009924,17877,3,595800.00%,164643072180.83002,₦24000000.00,685912.80%
164400242,17877,3,595800.00%,164643072180.83002,₦19330000.00,851648.95%
164404611,17877,3,595800.00%,164643072180.83002,₦21320000.00,772147.06%
164411244,17877,3,595800.00%,164643072180.83002,₦18757500.00,877645.29%
171008643,17877,3,595800.00%,164643072180.83002,₦19184925.00,858089.81%
178008498,17877,3,595800.00%,164643072180.83002,₦18142000.00,907424.38%
178025865,17877,3,595800.00%,164643072180.83002,₦16648100.00,988860.13%
178403004,17877,3,595800.00%,164643072180.83002,₦17201000.00,957071.51%
180034480,17877,3,595800.00%,164643072180.83002,₦24278000.00,678057.48%
181040438,17877,3,595800.00%,164643072180.83002,₦24199000.00,680271.39%
182020101,17877,3,595800.00%,164643072180.83002,₦19967000.00,824475.91%
183417194,17877,3,595800.00%,164643072180.83002,₦20500000.00,803036.94%
188006075,17877,3,595800.00%,164643072180.83002,₦26966670.00,610442.84%
188011358,17877,3,595800.00%,164643072180.83002,₦18003000.00,914431.31%
190415109,17877,3,595800.00%,164643072180.83002,₦25750000.00,639290.57%
194019550,17877,3,595800.00%,164643072180.83002,₦19400000.00,848575.63%
194403370,17877,3,595800.00%,164643072180.83002,₦19000000.00,866442.49%
194407267,17877,3,595800.00%,164643072180.83002,₦19988500.00,823588.98%
201003760,17877,3,595800.00%,164643072180.83002,₦16413280.00,1003008.90%
201015383,17877,3,595800.00%,164643072180.83002,₦20000000.00,823115.36%
